text-filter,pos_tags,affordance_y,words,stemmed_words,stem_no_stop,cluster,pos_list,tag_cluster
Nokia backs it pretty well with lots of free apps and games,"['NNP', 'VBZ', 'PRP', 'RB', 'RB', 'IN', 'NNS', 'IN', 'JJ', 'NN', 'CC', 'NNS']",apps,"['Nokia', 'backs', 'it', 'pretty', 'well', 'with', 'lots', 'of', 'free', 'apps', 'and', 'games']","['nokia', 'back', 'it', 'pretti', 'well', 'with', 'lot', 'of', 'free', 'app', 'and', 'game']","['nokia', 'back', 'pretti', 'well', 'lot', 'free', 'app', 'game']",2,NNP VBZ PRP RB RB IN NNS IN JJ NN CC NNS,0
"play hi-fi music, any video format and a great camera, HDMI out with Dolby Surround","['VB', 'JJ', 'NN', ',', 'DT', 'NN', 'NN', 'CC', 'DT', 'JJ', 'NN', ',', 'NNP', 'RP', 'IN', 'NNP', 'NNP']","camera quality","['play', 'hi-fi', 'music', ',', 'any', 'video', 'format', 'and', 'a', 'great', 'camera', ',', 'HDMI', 'out', 'with', 'Dolby', 'Surround']","['play', 'hi-fi', 'music', ',', 'ani', 'video', 'format', 'and', 'a', 'great', 'camera', ',', 'hdmi', 'out', 'with', 'dolbi', 'surround']","['play', 'hi-fi', 'music', ',', 'ani', 'video', 'format', 'great', 'camera', ',', 'hdmi', 'dolbi', 'surround']",2,"VB JJ NN , DT NN NN CC DT JJ NN , NNP RP IN NNP NNP",3
Internet can be excruciatingly slow,"['NN', 'MD', 'VB', 'RB', 'JJ']",internet speed,"['Internet', 'can', 'be', 'excruciatingly', 'slow']","['internet', 'can', 'be', 'excruciatingli', 'slow']","['internet', 'excruciatingli', 'slow']",3,NN MD VB RB JJ,1
the pictures are great.,"['DT', 'NNS', 'VBP', 'JJ', '.']",camera quality,"['the', 'pictures', 'are', 'great', '.']","['the', 'pictur', 'are', 'great', '.']","['pictur', 'great', '.']",2,DT NNS VBP JJ .,3
boy do the pictures come out good!,"['NN', 'VBP', 'DT', 'NNS', 'VBP', 'RP', 'JJ', '.']",camera quality,"['boy', 'do', 'the', 'pictures', 'come', 'out', 'good', '!']","['boy', 'do', 'the', 'pictur', 'come', 'out', 'good', '!']","['boy', 'pictur', 'come', 'good', '!']",2,NN VBP DT NNS VBP RP JJ .,3
Media messaging and internet do not work when you first get it.,"['NNP', 'NN', 'CC', 'NN', 'VBP', 'RB', 'VB', 'WRB', 'PRP', 'RB', 'VB', 'PRP', '.']",connectivity #missing,"['Media', 'messaging', 'and', 'internet', 'do', 'not', 'work', 'when', 'you', 'first', 'get', 'it', '.']","['media', 'messag', 'and', 'internet', 'do', 'not', 'work', 'when', 'you', 'first', 'get', 'it', '.']","['media', 'messag', 'internet', 'work', 'first', 'get', '.']",3,NNP NN CC NN VBP RB VB WRB PRP RB VB PRP .,1
the sharing of photos/video is only possible Nokia to Nokia and Android to Android.,"['DT', 'NN', 'IN', 'NN', 'VBZ', 'RB', 'JJ', 'NNP', 'TO', 'NNP', 'CC', 'NNP', 'TO', 'NNP', '.']",connectivity #missing,"['the', 'sharing', 'of', 'photos/video', 'is', 'only', 'possible', 'Nokia', 'to', 'Nokia', 'and', 'Android', 'to', 'Android', '.']","['the', 'share', 'of', 'photos/video', 'is', 'onli', 'possibl', 'nokia', 'to', 'nokia', 'and', 'android', 'to', 'android', '.']","['share', 'photos/video', 'onli', 'possibl', 'nokia', 'nokia', 'android', 'android', '.']",2,DT NN IN NN VBZ RB JJ NNP TO NNP CC NNP TO NNP .,3
:The camera is fantastic ,"[':', 'DT', 'NN', 'VBZ', 'JJ']",camera quality,"[':', 'The', 'camera', 'is', 'fantastic']","[':', 'the', 'camera', 'is', 'fantast']","[':', 'camera', 'fantast']",2,: DT NN VBZ JJ,2
,[],camera quality,[],[],[],2,,3
 I love this camera,"['PRP', 'VBP', 'DT', 'NN']",camera quality,"['I', 'love', 'this', 'camera']","['I', 'love', 'thi', 'camera']","['I', 'love', 'thi', 'camera']",2,PRP VBP DT NN,2
"But if you do a lot of gaming and social apps like Facebook, this phone might be disappointing.","['CC', 'IN', 'PRP', 'VBP', 'DT', 'NN', 'IN', 'NN', 'CC', 'JJ', 'NN', 'IN', 'NNP', ',', 'DT', 'NN', 'MD', 'VB', 'JJ', '.']",OS ability #missing,"['But', 'if', 'you', 'do', 'a', 'lot', 'of', 'gaming', 'and', 'social', 'apps', 'like', 'Facebook', ',', 'this', 'phone', 'might', 'be', 'disappointing', '.']","['but', 'if', 'you', 'do', 'a', 'lot', 'of', 'game', 'and', 'social', 'app', 'like', 'facebook', ',', 'thi', 'phone', 'might', 'be', 'disappoint', '.']","['lot', 'game', 'social', 'app', 'like', 'facebook', ',', 'thi', 'phone', 'might', 'disappoint', '.']",2,"CC IN PRP VBP DT NN IN NN CC JJ NN IN NNP , DT NN MD VB JJ .",2
"With 12mp resolution and 720p video, I found the photos, and videos extremely nice.","['IN', 'CD', 'NN', 'CC', 'CD', 'NN', ',', 'PRP', 'VBD', 'DT', 'NN', ',', 'CC', 'NNS', 'RB', 'JJ', '.']",camera quality,"['With', '12mp', 'resolution', 'and', '720p', 'video', ',', 'I', 'found', 'the', 'photos', ',', 'and', 'videos', 'extremely', 'nice', '.']","['with', '12mp', 'resolut', 'and', '720p', 'video', ',', 'I', 'found', 'the', 'photo', ',', 'and', 'video', 'extrem', 'nice', '.']","['12mp', 'resolut', '720p', 'video', ',', 'I', 'found', 'photo', ',', 'video', 'extrem', 'nice', '.']",2,"IN CD NN CC CD NN , PRP VBD DT NN , CC NNS RB JJ .",1
I took night videos of Christmas light and they came out crisp and sharp.,"['PRP', 'VBD', 'NN', 'NN', 'IN', 'NNP', 'NN', 'CC', 'PRP', 'VBD', 'RP', 'NN', 'CC', 'JJ', '.']",camera quality,"['I', 'took', 'night', 'videos', 'of', 'Christmas', 'light', 'and', 'they', 'came', 'out', 'crisp', 'and', 'sharp', '.']","['I', 'took', 'night', 'video', 'of', 'christma', 'light', 'and', 'they', 'came', 'out', 'crisp', 'and', 'sharp', '.']","['I', 'took', 'night', 'video', 'christma', 'light', 'came', 'crisp', 'sharp', '.']",2,PRP VBD NN NN IN NNP NN CC PRP VBD RP NN CC JJ .,1
"Camera was perfect","['NN', 'VBD', 'JJ']","camera quality","['Camera', 'was', 'perfect']","['camera', 'wa', 'perfect']","['camera', 'wa', 'perfect']",2,NN VBD JJ,0
Not much of tv app variety,"['RB', 'JJ', 'IN', 'NN', 'NNS', 'NN']",App Store #missing,"['Not', 'much', 'of', 'tv', 'app', 'variety']","['not', 'much', 'of', 'tv', 'app', 'varieti']","['much', 'tv', 'app', 'varieti']",2,RB JJ IN NN NNS NN,0
N8 has a decent built in FM radio transmitter and works very good.,"['NNP', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'NN', 'NN', 'CC', 'VBZ', 'RB', 'JJ', '.']",music store,"['N8', 'has', 'a', 'decent', 'built', 'in', 'FM', 'radio', 'transmitter', 'and', 'works', 'very', 'good', '.']","['N8', 'ha', 'a', 'decent', 'built', 'in', 'FM', 'radio', 'transmitt', 'and', 'work', 'veri', 'good', '.']","['N8', 'ha', 'decent', 'built', 'FM', 'radio', 'transmitt', 'work', 'veri', 'good', '.']",2,NNP VBZ DT JJ NN IN NNP NN NN CC VBZ RB JJ .,0
I love the FM radio,"['PRP', 'VBP', 'DT', 'NNP', 'NN']",music store,"['I', 'love', 'the', 'FM', 'radio']","['I', 'love', 'the', 'FM', 'radio']","['I', 'love', 'FM', 'radio']",2,PRP VBP DT NNP NN,3
 built in camera is really good,"['VBN', 'IN', 'NN', 'VBZ', 'RB', 'JJ']",camera quality ,"['built', 'in', 'camera', 'is', 'really', 'good']","['built', 'in', 'camera', 'is', 'realli', 'good']","['built', 'camera', 'realli', 'good']",2,VBN IN NN VBZ RB JJ,0
Garmin Navigon app which turned out to be great in giving voice directions.,"['NNP', 'NNP', 'NN', 'WDT', 'VBD', 'RP', 'TO', 'VB', 'JJ', 'IN', 'VBG', 'NN', 'NNS', '.']",navigation,"['Garmin', 'Navigon', 'app', 'which', 'turned', 'out', 'to', 'be', 'great', 'in', 'giving', 'voice', 'directions', '.']","['garmin', 'navigon', 'app', 'which', 'turn', 'out', 'to', 'be', 'great', 'in', 'give', 'voic', 'direct', '.']","['garmin', 'navigon', 'app', 'turn', 'great', 'give', 'voic', 'direct', '.']",2,NNP NNP NN WDT VBD RP TO VB JJ IN VBG NN NNS .,3
